Review Text,Label
"Love the gorgeous mustard/goldenrod shade but it's unflattering to my skintone (makes my olive-tan look more sallow). all the versions of the tied dresses that holding horses has come out with are fantastic in fit and flattering to the tummy. if you are busty/broad back/wide rib cage--size up. if you have generous hip/bum curves, give both your regular",Positive
"I would have to wear a camisole underneath this, which is odd considering it's still two layered in the front. i wanted an easy white shirt to wear, not something i'd have to layer.",Neutral
"I love everything about this skirt, except that it adds bulk to the waist and/or hip area because of lots of fabric and pleating.   i still love it and when i place the waist band higher on my waist looks super cute with a dainty blouse tucked in.   i'm 5'4 105 and have a tiny belly  pooch that comes and goes through out the day so although this skirt is beautiful it tends to magnify the tiniest of belly pooches and hips.  i think i love the skirt too much to retun.",Positive
"The colors and fabric on this dress are really pretty. the lace is a soft blue instead of white. i have other dresses like this from this brand and really wanted to keep it, but it runs larger than the others i have. also, it doesn't have pockets. if it fits you properly, i think you will love it!",Positive
I tried this on in store in a small and then ordered the medium online i loved it so much! i generally run a small/medium with retailer so i thought this was pretty true to size. i'm also longer through the torso so the medium is better for me to cover my stomach when tied.  it is on the thinner side but not see through. perfect for layering and for a mild california winter. can't wait for it to come!,Positive
"This dress is sure to become one of my favorites! i ordered it online and the colors are even prettier in person; very vivid! it is a little light for the climate where i live right now but, i'm sure that as soon as it gets a little warmer i will be wearing it often. i can't wait!",Positive
"I wore this dress for this first time today, and it is a head-turner. sure to be a new favorite! i received several compliments while out running errands. the dress is flattering to my hourglass shape (i tied it in the back). it is not at all clingy; it flows nicely. the top of the dress is bra-friendly and not too low cut. i am 5'8"" and found the length to be just right for me; the medium skims the tops of my feet, and i wore the dress with flat sandals. unlike another reviewer, the dress i rec",Positive
This is a nice shirt and very flattering. the ivory is actually more of a tan/brown- i would not call it ivory or off white. the material has a nice texture to it as well. it does run big and long so keep that in mind when purchasing.,Positive
You have to be a contortionist to get this bra on. it slips over your head and i needed my 8yo daughter to help me pull it down past my elbows. ridiculously impractical. why oh why didn't heather give it a hook and loop closure instead?,Negative
This dress is beautiful on so many levels. the colors and print are amazing and the maxi sweater dress idea is unique. it fits true to size and is very flattering. my only issue is the amount of shine that it has from the metallic threads running through it. i would have preferred less shine which would make the dress more versatile.,Positive
